altitude_m,ambient_temp_c,pressure_kpa,load_current_a,vibration_g,operating_hours,internal_temp_c,dielectric_margin,health_status
1894.3,29.0,80.54,36.79,3.34,201.4,168.6,17.21,2
2186.0,-35.9,77.68,4.86,4.5,145.1,-27.5,52.28,2
5320.9,21.5,51.74,29.91,3.94,425.9,151.9,12.96,2
6075.4,-37.2,46.7,8.25,3.93,2193.5,-14.6,25.59,2
2930.6,-12.5,70.73,48.43,4.64,1184.9,206.5,12.1,2
5936.7,0.7,47.59,40.95,4.95,4921.5,211.7,9.34,2
2429.0,-28.9,75.35,7.27,2.95,2716.0,-14.0,43.64,0
3358.6,16.0,66.97,7.84,0.63,3315.5,33.6,37.53,0
1856.2,-39.4,80.93,30.53,2.35,1401.3,67.9,19.96,2
4342.9,-27.4,58.94,18.55,3.96,1615.8,35.2,20.64,1
6373.9,3.6,44.81,3.68,0.24,1684.0,11.0,32.77,0
4121.0,13.6,60.67,28.0,0.38,3496.7,123.3,15.97,2
2646.9,28.7,73.31,20.62,0.43,2373.8,93.8,23.95,1
4386.9,12.9,58.6,6.85,3.68,2593.2,28.5,34.77,0
1237.5,10.4,87.32,40.49,2.56,2964.1,163.7,17.29,2
5832.0,-10.4,48.28,45.92,1.91,3846.4,235.6,8.63,2
3518.5,-39.9,65.61,38.32,0.62,460.9,123.9,13.58,2
3196.1,-31.0,68.38,41.48,3.69,3886.6,148.2,13.28,2
4015.2,0.1,61.52,12.39,1.67,2820.5,34.9,27.47,1
4248.7,10.6,59.67,14.65,1.4,3348.8,55.3,24.2,1
930.7,-8.7,90.63,12.01,3.3,1644.5,18.8,41.18,0
4595.7,14.8,57.0,38.72,2.84,2052.8,193.1,11.7,2
1951.6,-0.9,79.97,47.5,1.88,1163.5,199.5,13.91,2
4783.7,-34.4,55.6,36.41,3.24,4896.7,131.2,11.98,2
5435.2,-25.6,50.95,44.31,1.43,2490.0,202.2,9.38,2
5323.8,23.0,51.72,32.66,3.99,4980.4,170.5,12.13,2
3815.0,14.4,63.14,20.61,1.22,2454.0,84.4,20.63,1
3621.0,27.1,64.75,22.44,0.88,1106.6,105.0,19.96,2
1357.3,-31.2,86.05,5.62,3.93,2542.2,-21.5,55.1,2
5152.1,34.3,52.93,3.51,3.57,207.6,40.7,39.18,0
2128.5,-24.3,78.24,35.38,0.99,4524.8,109.8,17.24,2
3480.2,-39.1,65.93,23.04,0.67,4094.6,41.1,19.95,2
2205.6,34.8,77.49,28.51,4.21,3631.8,134.4,20.12,2
1303.0,-18.9,86.62,28.77,3.91,3053.0,76.5,22.34,1
4277.3,10.1,59.44,15.31,1.7,2903.4,57.7,23.48,1
826.0,-26.7,91.79,24.84,3.33,4983.7,48.7,26.34,1
4991.9,3.5,54.08,24.6,0.71,1397.2,100.5,15.63,2
2405.5,27.8,75.57,20.64,2.58,3900.6,92.0,24.66,2
500.8,-16.0,95.45,41.39,0.19,2911.2,135.3,18.57,2
3566.8,10.3,65.2,23.66,2.02,4879.6,93.9,19.37,1
781.1,-25.9,92.29,30.97,0.47,4140.7,76.6,22.52,1
2157.0,6.9,77.96,44.98,2.43,4992.6,194.9,14.18,2
4741.9,-14.8,55.91,43.58,2.17,2945.7,197.7,10.43,2
876.1,-24.2,91.23,44.74,2.28,1030.7,148.4,16.67,2
5536.0,-16.5,50.26,14.96,0.32,2523.4,33.6,20.14,1
522.9,-26.6,95.2,3.68,1.87,3558.4,-21.5,69.59,0
1980.9,27.6,79.68,14.53,3.81,3874.1,65.9,32.48,1
4945.4,-10.2,54.42,15.38,1.91,12.5,39.9,21.44,1
2397.6,-21.6,75.65,45.65,3.6,2530.1,173.3,13.59,2
1111.4,-6.4,88.67,33.16,1.91,1183.8,108.7,20.54,2
2661.4,-16.0,73.18,5.92,2.17,4375.8,-4.6,45.96,0
2122.4,15.8,78.29,8.5,2.86,773.0,34.0,42.33,0
5556.3,32.8,50.12,9.47,4.76,3335.6,59.3,25.74,1
2380.1,-7.1,75.81,32.26,0.63,1337.7,112.6,17.94,2
5233.6,24.6,52.35,37.3,0.26,1789.1,201.1,11.07,2
5851.2,2.4,48.15,43.26,3.08,4703.4,229.0,9.04,2
3102.9,-28.2,69.2,47.15,4.75,1209.8,185.0,12.11,2
5959.7,11.8,47.44,11.68,4.95,484.1,48.3,21.88,1
2763.9,-1.5,72.24,16.87,2.47,355.7,48.0,26.89,1
6284.5,8.8,45.37,13.54,2.39,2528.0,54.7,19.28,1
1035.7,26.7,89.49,19.22,3.26,3212.1,80.1,30.62,0
4622.1,-7.0,56.8,45.9,2.82,1643.2,219.7,10.16,2
3462.9,27.6,66.08,29.61,3.21,3454.4,141.3,16.68,2
2825.9,16.3,71.67,37.43,4.38,314.6,167.9,15.11,2
4296.3,-3.4,59.3,25.53,3.76,4288.1,94.2,16.69,2
4723.1,5.2,56.05,3.39,2.53,4084.7,11.2,41.87,0
526.2,-15.6,95.16,5.08,2.36,4927.6,-7.5,63.1,0
1501.7,33.8,84.54,27.82,3.23,4683.2,125.9,22.35,2
4778.3,10.1,55.64,36.5,2.33,1787.4,176.2,11.97,2
4498.3,-36.7,57.74,12.34,2.34,2002.4,-1.0,25.85,2
6296.3,-15.5,45.3,36.65,0.18,3732.4,169.7,9.71,2
5066.2,6.7,53.54,40.91,0.95,679.1,205.4,10.52,2
6204.6,-35.8,45.87,21.77,2.49,1576.9,53.0,14.44,2
4715.2,-38.2,56.11,37.83,4.13,601.5,135.7,11.73,2
2288.3,-6.2,76.69,21.39,1.47,2279.9,60.7,24.43,1
1132.2,-15.0,88.44,34.56,2.66,2764.5,107.0,19.85,2
5190.9,-7.1,52.66,38.67,1.79,1063.7,178.0,10.82,2
4364.9,-20.3,58.76,49.61,0.61,142.9,228.1,9.86,2
789.1,-27.6,92.2,18.58,4.8,3599.6,22.5,32.26,1
2660.3,11.7,73.19,21.73,4.29,109.8,81.8,23.07,1
6240.8,-1.4,45.64,9.95,0.48,4867.3,28.3,22.88,1
3502.4,-25.0,65.74,11.8,3.63,1115.8,6.4,30.16,0
3096.4,-16.0,69.25,35.28,1.8,3322.9,126.0,15.29,2
3246.2,4.4,67.94,46.02,4.97,2179.4,212.3,12.13,2
1753.3,-34.6,81.96,20.94,1.58,307.8,28.3,26.49,2
2712.2,-28.9,72.71,10.63,1.27,2366.2,-3.1,35.24,0
2718.9,-34.5,72.65,15.68,2.88,2588.6,10.1,28.29,2
814.1,20.9,91.92,23.84,4.19,4274.9,92.1,27.16,1
5105.4,16.4,53.26,15.95,1.04,3664.4,69.7,20.52,1
2999.0,16.5,70.12,13.21,3.58,405.7,52.2,30.21,0
5433.1,13.7,50.97,37.33,0.4,1053.7,192.8,10.77,2
5602.1,10.2,49.81,2.38,4.6,1566.3,14.0,40.25,1
1772.0,-4.2,81.77,27.88,0.5,590.9,89.8,21.59,1
4444.1,8.2,58.16,40.1,4.58,2289.9,193.6,11.61,2
3333.7,-37.1,67.18,14.78,2.5,4921.7,5.5,27.11,2
5780.9,6.6,48.62,30.96,2.3,2577.9,147.7,11.87,2
1794.4,18.3,81.55,34.11,4.87,3712.0,143.1,18.49,2
4566.9,-2.5,57.22,33.44,4.95,3417.9,142.5,13.17,2
4146.5,-13.2,60.47,23.4,3.29,4251.1,72.3,18.11,1
2271.8,-19.2,76.85,18.64,0.72,1086.5,36.0,26.84,1
1319.6,8.2,86.44,42.12,2.58,3771.6,171.1,16.58,2
4409.8,12.0,58.42,38.41,2.69,4408.0,186.1,12.07,2
4931.6,25.3,54.52,17.42,2.62,865.8,84.9,19.88,1
2393.8,-14.3,75.68,6.94,2.89,1740.5,-0.4,44.67,0
4369.0,17.7,58.73,5.45,0.19,4850.8,29.0,38.02,0
2870.8,2.1,71.27,6.53,3.59,3906.1,15.3,43.13,0
4779.2,26.2,55.63,29.98,3.59,1420.1,152.3,13.92,2
1695.3,-0.4,82.55,4.48,0.67,2824.1,6.8,57.01,0
5841.3,-1.2,48.22,18.17,2.89,2027.6,66.0,17.11,2
2224.5,3.3,77.3,38.15,2.88,2454.9,153.3,16.05,2
2706.7,16.2,72.76,16.13,3.44,1782.3,62.5,27.85,1
848.6,32.4,91.54,38.64,0.52,1403.9,172.6,18.82,2
1169.1,-34.5,88.05,37.78,3.17,3377.1,104.1,18.43,2
3595.2,-36.0,64.96,13.8,1.48,3894.9,3.4,27.3,2
2105.6,30.3,78.46,36.98,2.58,4371.0,172.8,16.7,2
5512.9,-0.3,50.42,37.89,3.89,785.1,183.7,10.53,2
588.2,6.1,94.46,21.08,3.56,4116.0,65.2,30.39,0
2774.6,-3.8,72.14,12.1,0.68,1281.5,27.3,32.64,0
2524.1,-33.0,74.46,27.02,3.0,2142.4,61.3,20.11,2
616.0,17.6,94.14,46.23,4.85,4508.2,195.4,16.74,2
1246.2,16.0,87.22,32.7,0.87,2278.0,129.8,20.43,2
2981.9,-16.6,70.27,10.3,4.28,993.3,8.5,34.62,1
3457.2,-17.0,66.13,34.77,3.54,807.7,125.4,14.77,2
2925.7,22.8,70.77,22.51,3.89,2370.2,97.7,21.77,1
3685.6,-34.6,64.21,30.39,1.48,3815.7,85.1,15.9,2
4070.8,26.1,61.07,37.24,1.51,4986.1,189.1,12.93,2
559.5,-20.8,94.78,26.72,4.54,3939.2,61.5,25.81,1
3284.6,4.5,67.61,41.07,1.86,4386.3,182.3,13.24,2
6281.0,30.2,45.39,36.66,0.41,3741.7,215.3,9.73,2
3614.2,10.9,64.8,31.52,3.04,4478.2,136.2,15.61,2
4565.3,-8.9,57.23,9.24,0.71,390.7,15.0,29.75,1
2371.2,11.7,75.9,42.13,4.0,4650.4,185.6,14.56,2
5143.9,-14.2,52.99,46.92,3.24,1988.1,227.8,9.31,2
5137.5,-19.2,53.03,8.57,4.39,4608.9,3.2,28.55,1
3627.8,34.8,64.69,25.44,3.95,387.9,127.7,18.26,2
6356.1,16.3,44.92,14.43,0.65,3579.1,66.7,18.39,1
1253.3,8.4,87.15,38.22,1.97,3681.1,149.9,18.07,2
601.7,-13.4,94.3,36.64,3.9,4984.6,114.9,20.22,2
5120.9,-36.3,53.15,8.76,2.14,3846.6,-13.3,28.33,2
5342.9,-37.7,51.59,44.1,4.86,1919.0,187.2,9.54,2
1221.2,1.6,87.49,10.69,3.71,2790.7,25.3,42.29,0
2093.5,17.2,78.58,40.27,0.18,1839.1,177.6,15.63,2
605.3,0.3,94.26,23.94,4.41,988.1,71.0,27.78,1
2259.9,23.1,76.96,17.76,0.59,1250.0,74.6,27.73,1
5138.9,-37.5,53.03,9.6,0.79,1117.8,-11.3,27.06,2
3607.8,-12.5,64.86,10.05,3.7,2748.6,12.8,32.35,0
2588.6,-22.2,73.86,33.77,4.34,4531.7,107.1,16.87,2
2730.4,-6.5,72.55,28.42,2.73,4564.5,96.0,18.88,1
508.1,-34.6,95.37,7.86,1.52,283.3,-19.8,53.4,2
2298.8,31.6,76.59,7.41,1.82,408.7,46.8,43.99,0
4378.8,-23.3,58.66,5.47,1.78,1233.1,-11.9,37.91,0
6345.2,29.2,44.99,37.7,1.7,1282.7,222.5,9.43,2
5582.4,-8.1,49.95,36.17,1.29,483.5,165.1,10.82,2
641.6,33.9,93.85,4.8,3.08,1948.4,41.4,63.39,0
5891.4,1.6,47.89,28.89,4.51,2942.7,130.7,12.31,2
5199.2,29.8,52.6,6.06,1.6,2895.0,43.7,32.74,0
5182.3,-39.6,52.72,45.38,1.01,2721.7,191.9,9.52,2
3248.0,16.1,67.93,45.54,4.21,1700.0,221.1,12.23,2
2888.0,27.7,71.11,35.52,3.73,3535.2,169.2,15.62,2
2317.5,-29.5,76.41,46.46,4.66,4134.2,169.2,13.53,2
894.2,-32.8,91.03,40.95,0.91,1737.9,119.8,17.87,2
1869.4,-8.2,80.79,41.77,0.81,436.8,158.4,15.61,2
1979.6,30.0,79.7,29.35,2.75,1488.7,132.3,20.26,2
3404.5,0.7,66.58,16.69,3.11,695.5,51.5,24.94,1
4984.7,-0.4,54.13,12.45,2.45,2342.1,36.9,24.11,1
3342.9,-29.4,67.11,17.71,3.03,788.1,25.5,24.22,2
847.1,-39.9,91.55,32.17,0.98,2319.6,68.6,21.71,2
6246.7,20.8,45.61,10.29,2.45,1112.8,51.9,22.48,1
6156.3,-33.4,46.18,14.41,3.32,3696.3,16.2,18.91,2
5211.1,7.5,52.51,24.47,2.22,147.6,105.2,15.24,2
6448.0,28.6,44.35,13.19,3.43,2778.2,73.3,19.13,1
3766.9,-24.4,63.54,30.25,2.31,855.7,95.2,15.78,2
6276.6,9.9,45.42,46.31,1.73,14.9,266.5,8.07,2
953.6,-34.1,90.38,37.91,1.59,4347.3,103.3,18.87,2
2694.1,5.3,72.88,33.99,2.11,3360.9,136.7,16.57,2
1852.3,-27.7,80.96,29.97,0.21,503.7,76.8,20.26,1
1675.0,15.2,82.76,25.42,3.38,3323.7,97.3,23.36,1
1344.8,-17.4,86.18,10.96,4.24,3062.1,7.3,41.13,1
4234.5,-5.2,59.78,44.95,1.84,2372.0,209.3,10.88,2
5187.9,5.0,52.68,13.93,0.33,2102.1,49.3,22.01,1
3969.8,-27.2,61.88,6.38,4.94,4436.5,-13.4,37.77,1
1381.8,15.6,85.79,38.0,1.39,1233.3,157.2,17.87,2
5366.7,-17.3,51.42,10.43,0.72,1997.6,12.6,25.17,1
4315.7,9.7,59.15,19.85,1.91,1652.3,78.4,19.81,1
2829.0,-28.1,71.65,3.36,3.72,3858.3,-22.9,53.64,0
4544.8,11.6,57.39,8.58,1.54,4583.2,33.2,30.89,0
2059.4,-30.4,78.91,10.31,2.92,4250.4,-6.6,38.85,2
2571.2,-8.1,74.02,4.61,2.14,3990.5,-0.1,50.66,1
6004.9,-21.5,47.15,33.52,0.68,4934.1,138.7,10.83,2
2243.0,16.1,77.13,42.18,1.72,3488.8,188.9,14.78,2
3319.9,-20.3,67.3,19.92,3.65,3757.8,44.4,22.49,1
5840.8,26.1,48.22,43.98,3.1,4914.2,257.8,8.93,2
4746.3,26.9,55.88,12.24,0.69,44.9,62.8,25.12,1
873.2,-25.3,91.27,17.62,0.9,3173.9,21.5,33.04,0
1383.8,6.0,85.77,9.24,3.24,3697.5,25.6,44.59,0
547.0,-33.4,94.92,31.79,4.09,4590.0,71.4,22.72,2
4285.5,-10.6,59.38,22.15,1.81,4420.4,69.3,18.47,1
3186.0,13.5,68.47,31.44,3.02,4211.4,135.0,16.52,2
1305.6,9.5,86.59,38.56,0.94,4729.5,153.3,17.83,2
6247.6,6.9,45.6,28.19,1.63,2691.5,134.7,11.94,2
3678.0,-18.8,64.27,32.13,0.2,44.5,110.5,15.26,2
1951.4,-11.6,79.98,46.89,3.86,65.2,185.1,14.06,2
3503.6,-32.3,65.73,16.36,2.06,2727.7,17.4,24.94,2
4577.7,13.9,57.14,19.24,4.1,2182.0,80.8,19.54,1
957.4,-2.2,90.34,36.45,3.57,2261.7,127.9,19.45,2
2148.2,13.2,78.04,31.34,4.16,2008.0,126.5,18.88,2
5341.8,-21.3,51.6,10.57,1.5,4589.5,9.1,25.08,1
3258.0,-15.7,67.84,20.06,1.01,1802.3,49.4,22.57,1
3779.5,-14.9,63.43,24.46,4.86,4282.6,73.9,18.41,1
3096.9,-38.1,69.25,22.13,3.61,4515.3,35.8,21.55,2
763.4,-14.4,92.48,10.56,4.19,2502.5,8.3,44.99,1
1494.5,20.2,84.61,46.37,0.16,2240.2,208.6,15.01,2
3173.2,27.3,68.58,38.59,1.84,3807.5,189.1,14.11,2
1755.1,-1.1,81.94,25.11,3.74,3542.8,79.9,23.34,1
799.9,-5.8,92.08,34.64,0.48,1649.4,114.2,20.63,0
5561.9,-37.7,50.09,45.07,2.88,521.7,197.6,9.09,2
6387.2,25.9,44.73,8.54,2.2,1331.6,50.2,24.13,1
5258.9,-39.0,52.18,14.02,0.19,663.8,5.9,21.72,2
5622.7,30.9,49.67,28.05,1.26,1480.7,152.5,13.05,2
1951.9,-3.3,79.97,40.35,1.5,1316.5,156.2,15.88,2
6263.8,-14.4,45.5,3.74,0.65,3192.2,-6.8,33.11,0
1681.6,29.3,82.69,49.23,3.19,4772.9,236.5,13.96,2
6208.6,-38.2,45.85,23.84,1.29,3431.9,62.6,13.55,2
6468.9,3.6,44.23,19.24,1.46,4634.0,79.7,15.12,0
4770.3,1.2,55.7,16.05,4.5,3922.8,53.7,21.38,1
6386.9,-23.6,44.73,10.37,2.39,3642.1,8.3,21.96,1
3917.2,-7.8,62.31,40.0,2.02,2076.2,170.6,12.46,2
2057.3,8.9,78.93,47.86,3.65,1630.7,212.8,13.64,2
3122.0,14.5,69.03,21.85,4.56,4232.9,87.3,21.67,1
4061.4,-39.9,61.15,47.72,0.22,4527.9,190.7,10.59,2
938.5,30.3,90.55,41.54,2.3,2264.9,186.4,17.57,2
4234.1,-27.7,59.78,25.09,3.09,55.2,67.2,17.04,2
6387.1,-22.5,44.73,34.35,1.66,3964.7,147.7,10.08,2
1640.6,-20.2,83.11,22.88,3.88,1432.5,50.4,25.28,1
5255.6,-37.2,52.2,28.82,4.86,59.3,86.0,13.45,2
5947.4,-30.8,47.52,4.79,4.72,4026.9,-20.3,32.14,2
6162.2,34.0,46.14,35.42,1.4,2591.9,208.9,10.16,2
6260.8,-16.4,45.52,4.54,1.21,3429.2,-6.4,31.31,0
3628.8,-31.4,64.68,41.22,4.79,4574.3,151.3,12.63,2
6363.8,-32.0,44.87,41.6,2.35,2710.5,190.2,8.7,2
5043.9,14.0,53.7,13.38,1.12,2520.9,55.5,22.97,1
1470.0,24.1,84.87,17.54,3.56,1460.4,72.3,30.82,0
3361.4,-20.7,66.95,25.1,1.49,1532.9,69.0,19.07,1
4810.0,-38.4,55.41,30.64,1.41,3984.7,91.9,13.63,2
1984.0,-23.3,79.65,15.79,4.41,2250.7,19.7,30.88,1
4343.7,-35.8,58.93,30.44,0.9,826.0,89.4,14.57,2
4499.6,-32.2,57.73,16.29,0.42,481.7,20.5,21.96,2
1476.2,-7.6,84.8,4.66,1.42,2369.9,-0.1,57.83,2
3890.5,-22.8,62.52,2.12,3.07,2330.1,-19.8,51.58,0
5129.8,-1.3,53.09,6.86,0.7,3270.8,15.1,31.5,0
3493.4,-21.0,65.82,40.03,2.41,2360.6,152.8,13.16,2
572.6,30.5,94.63,48.15,3.17,725.9,218.3,16.27,2
554.2,27.9,94.84,22.49,4.26,2543.9,92.6,29.19,1
2642.2,2.5,73.36,26.61,1.23,4534.9,95.5,20.04,1
6057.2,-13.4,46.81,9.05,4.1,805.6,12.3,24.58,1
1872.1,-11.4,80.77,28.45,1.25,3451.9,85.9,21.01,1
4306.2,-9.1,59.22,8.94,3.42,2973.4,13.4,31.26,2
1832.5,14.6,81.16,31.34,2.21,3745.4,125.7,19.63,2
2430.0,-6.1,75.34,46.8,0.66,761.5,196.0,13.27,2
5588.3,24.3,49.91,11.39,3.6,4708.6,58.6,23.33,1
4873.2,30.8,54.94,38.7,1.17,3108.6,212.3,11.28,2
1072.4,-14.8,89.09,3.13,0.97,4236.9,-10.6,67.86,0
3072.2,2.1,69.47,20.02,1.86,1240.6,66.2,23.14,1
675.0,-32.9,93.47,7.32,3.3,3699.7,-19.4,53.98,2
3385.3,-25.0,66.74,18.92,1.25,3907.3,35.5,23.08,1
4474.6,-9.0,57.92,10.33,1.0,1993.2,18.8,28.49,1
1211.0,-24.5,87.6,19.92,0.15,1925.9,32.2,29.28,1
2233.3,25.7,77.22,22.04,2.41,3292.4,95.3,24.1,1
2887.0,-28.1,71.12,16.43,2.2,476.1,19.9,26.91,1
6017.2,-5.8,47.07,33.52,1.25,3680.8,154.5,10.82,2
6459.5,5.4,44.28,46.1,0.36,224.0,263.7,7.89,2
769.5,11.9,92.42,21.23,2.2,961.0,72.3,29.59,1
5066.0,-11.3,53.54,11.23,3.96,3324.1,21.3,25.22,1
2730.3,25.2,72.55,14.99,3.6,500.6,67.1,29.02,1
2854.7,2.6,71.41,42.99,4.32,4859.5,187.0,13.48,2
5025.6,-7.0,53.84,29.44,0.15,4343.3,118.0,13.65,2
6010.6,-35.0,47.11,23.84,4.84,3135.2,64.5,13.92,2
6205.6,-5.1,45.87,9.18,1.77,4097.1,21.4,23.91,1
3962.7,21.6,61.94,23.59,4.95,4439.0,107.0,18.44,2
2642.7,6.1,73.35,15.37,1.34,1304.8,49.2,28.92,1
5225.3,22.4,52.41,47.27,2.41,4248.6,268.3,9.15,2
2006.0,-2.9,79.44,44.44,1.83,982.0,180.2,14.59,1
3884.4,-31.1,62.57,6.03,1.84,2072.6,-18.5,39.04,2
2651.5,-39.0,73.27,26.8,4.23,2795.7,55.0,19.91,2
4439.8,-17.3,58.19,12.8,3.76,3572.3,20.2,25.52,1
1942.4,12.3,80.07,21.72,4.96,160.4,79.3,25.24,1
1649.6,19.3,83.02,44.09,3.11,1459.6,196.5,15.35,2
6009.4,-17.8,47.12,27.32,2.37,3046.5,102.5,12.63,2
1110.8,-2.8,88.67,18.04,0.54,1793.3,46.2,31.62,0
3535.7,-8.4,65.46,11.98,4.98,3877.4,23.8,29.78,1
1825.1,-9.2,81.24,40.42,2.8,3261.7,149.4,16.11,2
733.6,-22.6,92.82,31.98,3.53,1179.7,84.2,22.11,1
716.1,-29.8,93.01,24.47,2.09,738.2,43.6,26.99,1
1551.3,-25.2,84.02,12.44,2.78,3148.9,4.7,37.45,0
5700.6,-35.9,49.15,18.04,4.72,2257.8,30.1,17.53,2
2194.9,-25.1,77.59,48.07,0.92,853.1,181.7,13.36,2
6202.8,-39.3,45.88,26.96,1.53,1638.6,80.4,12.41,2
3989.7,7.0,61.72,21.23,0.85,1522.2,80.9,19.76,1
3119.7,-16.3,69.05,27.03,3.98,549.6,81.7,18.65,1
3980.5,33.0,61.8,39.39,0.4,2739.1,208.4,12.51,2
3600.2,-25.5,64.92,18.33,0.5,3820.6,33.1,22.92,1
5052.7,-14.1,53.64,10.58,1.56,2881.6,15.8,26.07,1
2195.0,-13.2,77.59,30.08,2.62,4133.2,94.1,19.36,1
2618.3,-39.4,73.58,33.93,2.09,646.6,91.1,16.75,2
5864.6,22.9,48.06,36.21,0.32,2183.7,199.7,10.4,2
6178.7,-37.6,46.04,44.34,4.79,3051.0,202.2,8.47,2
5855.3,30.5,48.12,19.82,4.77,3383.2,106.5,16.14,2
3016.7,26.9,69.96,5.62,1.47,3482.0,37.7,44.8,0
5182.2,0.2,52.72,48.0,3.68,3647.5,250.6,9.09,2
3358.0,0.8,66.97,22.88,2.94,3260.6,79.5,20.37,1
3485.2,9.0,65.89,31.92,1.26,480.2,135.6,15.72,2
1728.1,-11.0,82.22,33.98,1.38,3479.6,112.7,18.69,2
4046.8,8.5,61.27,28.23,2.51,3626.7,119.0,16.02,2
1616.8,-36.6,83.35,11.85,2.15,4967.5,-8.5,38.14,2
2489.4,-35.9,74.78,38.25,1.53,3469.9,117.1,15.5,2
5630.2,-5.7,49.62,40.58,4.06,3437.3,198.3,9.81,2
1742.5,1.2,82.07,28.54,2.46,2578.9,98.2,21.29,1
926.9,26.6,90.67,25.45,3.31,4340.9,105.1,25.58,2
914.0,-32.2,90.82,7.47,1.03,4984.2,-18.0,51.99,2
6144.7,21.7,46.25,6.03,2.71,3897.4,36.3,28.85,1
3541.5,-24.2,65.41,18.3,1.66,3066.4,34.0,23.11,1
2956.5,-10.4,70.5,16.92,2.68,404.0,39.9,26.19,1
5365.3,-16.3,51.43,47.78,3.93,3636.4,235.6,8.9,2
5515.0,-10.0,50.4,39.61,3.87,3545.7,185.8,10.16,2
2493.1,-28.7,74.75,33.68,1.84,3880.1,99.3,17.11,2
4661.7,-2.2,56.51,26.85,3.5,631.5,105.0,15.34,2
5126.7,20.1,53.11,10.03,4.71,3272.1,48.0,26.51,1
4427.9,-6.9,58.28,48.97,3.17,1485.7,238.0,9.88,2
1409.6,-3.2,85.5,20.0,0.83,3803.8,54.5,28.5,1
5755.3,23.7,48.79,7.13,3.43,1209.5,41.7,28.48,1
3734.6,13.0,63.8,25.7,0.61,3423.1,107.9,17.87,2
2194.8,-3.2,77.59,43.95,4.37,1482.0,179.3,14.38,2
3051.4,-20.7,69.65,44.59,2.63,54.9,175.9,12.76,2
725.4,26.4,92.91,2.53,1.99,3170.5,29.4,74.17,0
1267.2,3.3,87.0,44.54,0.38,575.2,178.9,15.95,2
5093.3,-23.4,53.35,15.03,1.97,3299.9,25.6,21.31,1
500.1,-19.8,95.46,3.87,4.53,4628.8,-14.3,68.82,1
2999.4,20.2,70.11,42.69,0.2,4846.5,204.5,13.31,2
3635.1,-36.7,64.63,43.47,2.43,1187.3,160.2,12.09,2
827.8,34.4,91.77,30.62,4.66,4048.2,135.6,22.59,2
6338.5,-30.2,45.03,29.57,2.03,1774.2,107.3,11.38,2
1856.8,19.7,80.92,41.03,2.2,4503.3,182.0,15.86,2
2325.2,-10.4,76.34,39.74,2.93,3939.6,149.4,15.35,2
2323.7,-3.1,76.35,44.73,2.37,378.9,185.4,13.95,2
1882.5,26.0,80.66,28.53,0.93,2041.6,123.8,20.93,2
508.8,-9.0,95.36,48.45,0.19,1693.2,179.6,16.32,2
4876.1,0.3,54.92,49.82,3.09,3928.1,258.8,9.18,2
6301.1,-36.3,45.27,7.59,4.61,2057.3,-15.9,25.73,2
1845.8,-39.8,81.03,42.78,0.62,3426.1,132.1,15.35,2
4478.3,-21.6,57.89,25.99,1.13,3016.2,79.6,16.09,2
4951.4,11.0,54.37,20.6,1.91,4878.4,86.5,17.77,2
5590.6,-30.9,49.89,31.43,4.06,4689.5,111.4,12.04,2
3035.8,-31.5,69.79,4.69,1.42,2144.2,-23.1,47.52,2
2317.6,-9.2,76.41,26.31,4.42,3620.7,80.5,21.04,1
2451.8,8.6,75.14,43.8,0.37,4149.0,193.1,13.97,2
4775.7,13.4,55.66,12.25,4.71,4495.4,49.4,25.02,1
5400.7,-26.6,51.19,22.47,2.85,350.0,61.2,15.77,2
1589.7,-34.0,83.63,47.1,3.33,1517.4,159.6,14.65,2
2725.6,30.5,72.59,22.57,1.9,1607.9,104.7,22.29,1
5911.6,-20.5,47.76,19.2,3.93,2177.9,52.5,16.35,2
5340.2,24.0,51.61,23.15,0.92,854.6,115.2,15.57,2
6409.2,24.8,44.59,26.93,0.34,2486.1,146.0,12.07,2
5025.5,17.9,53.84,32.34,2.04,3319.4,160.5,12.72,2
2859.2,-27.3,71.37,40.43,4.28,2491.8,141.9,14.15,2
4043.8,21.6,61.29,23.7,3.8,3332.3,108.1,18.19,2
4466.1,17.7,57.99,41.24,2.63,341.5,210.8,11.32,2
970.7,4.8,90.19,27.62,2.9,4381.2,93.1,23.98,1
3767.0,-14.7,63.54,18.25,0.74,4696.0,44.2,22.49,1
4755.9,-20.3,55.81,33.58,4.22,3093.4,127.3,12.8,2
1503.9,-30.9,84.52,36.45,3.96,4408.1,103.7,18.19,2
5183.8,-1.8,52.71,28.79,3.32,665.9,120.7,13.59,2
4002.6,3.9,61.62,4.72,2.38,3989.3,12.9,41.87,0
6213.3,-13.0,45.82,10.15,4.83,604.5,17.5,22.73,1
754.5,-4.3,92.58,15.69,4.41,2046.0,35.2,36.03,1
2092.0,-12.7,78.59,15.57,3.26,1625.9,29.7,30.74,0
4109.3,8.1,60.77,34.32,1.92,2932.1,153.9,13.71,2
2279.4,27.6,76.78,2.88,3.13,1514.6,31.6,59.61,0
4786.5,-27.7,55.58,38.27,2.92,3190.2,149.9,11.51,2
5054.0,-11.4,53.63,14.74,2.03,1843.3,36.1,21.68,1
1115.1,-29.4,88.63,16.88,1.6,4305.3,15.3,32.97,0
3583.1,6.9,65.06,27.34,2.09,3173.1,109.4,17.42,2
3553.3,14.7,65.31,12.36,2.91,1084.3,48.4,29.2,1
2715.7,29.9,72.68,44.45,2.2,1687.3,221.5,13.35,2
